MSSubClass,MSZoning,LotFrontage,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrArea,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SalePrice
60,RL,120.0,15611,CollgCr,8,5,2006,2006,VinylSd,VinylSd,0.0,Gd,TA,Av,Unf,0,Unf,0,1079,1079,SBrkr,1079,840,0,1919,0,0,2,1,3,1,Gd,8,Typ,1,Attchd,2006.0,RFn,2,685,Gd,TA,0,51,0,0,0,0,0,7,2006,New,233230
190,RL,55.0,5687,SWISU,5,6,1912,2000,VinylSd,VinylSd,0.0,TA,Fa,No,Rec,210,Unf,0,570,780,SBrkr,936,780,0,1716,1,0,2,0,6,1,Fa,9,Typ,0,,,,0,0,,,0,184,0,0,0,0,0,3,2008,WD,135900
50,RL,60.0,11409,Edwards,5,4,1949,2008,Wd Sdng,Wd Sdng,0.0,TA,TA,No,LwQ,292,Unf,0,476,768,SBrkr,1148,568,0,1716,0,0,1,1,3,1,TA,8,Min2,1,Attchd,1949.0,Unf,1,281,TA,TA,0,0,0,0,160,0,0,1,2009,WD,131000
60,RL,,16659,NWAmes,7,7,1977,1994,Plywood,Plywood,34.0,TA,TA,No,ALQ,795,Unf,0,0,795,SBrkr,1468,795,0,2263,1,0,2,1,3,1,Gd,9,Typ,1,Attchd,1977.0,Fin,2,539,TA,TA,0,250,0,0,0,0,0,3,2006,WD,235000
20,RL,80.0,9600,NAmes,6,5,1953,1953,HdBoard,HdBoard,238.0,TA,TA,No,GLQ,1285,Unf,0,131,1416,SBrkr,1644,0,0,1644,1,0,1,0,3,1,TA,7,Typ,2,Attchd,1953.0,Fin,2,418,TA,TA,110,0,0,0,0,0,0,10,2009,WD,167000
80,RL,37.0,7937,Mitchel,6,6,1984,1984,HdBoard,HdBoard,0.0,TA,TA,Av,GLQ,819,Unf,0,184,1003,SBrkr,1003,0,0,1003,1,0,1,0,3,1,TA,6,Typ,0,Detchd,1984.0,Unf,2,588,TA,TA,120,0,0,0,0,0,0,3,2006,WD,142500
50,RM,75.0,13710,IDOTRR,5,5,1950,1950,Wd Sdng,Wd Sdng,0.0,TA,TA,No,BLQ,420,Unf,0,490,910,FuseA,910,648,0,1558,0,0,1,1,4,1,TA,6,Typ,0,Attchd,1950.0,Unf,1,282,TA,TA,289,0,0,0,0,0,0,6,2007,WD,152000
60,FV,66.0,7399,Somerst,7,5,1997,1998,VinylSd,VinylSd,1600.0,Gd,TA,No,BLQ,649,Unf,0,326,975,SBrkr,975,975,0,1950,0,0,2,1,3,1,Gd,7,Typ,1,Detchd,1997.0,RFn,2,576,TA,TA,0,10,0,0,198,0,0,6,2007,WD,239000
60,RL,90.0,11700,NWAmes,6,6,1968,1968,HdBoard,AsphShn,365.0,TA,TA,No,ALQ,384,Rec,175,143,702,SBrkr,1041,702,0,1743,0,1,1,2,3,1,TA,7,Typ,1,Attchd,1968.0,Unf,2,539,TA,TA,224,0,0,0,0,0,0,6,2007,WD,175000
20,RL,80.0,14000,Crawfor,6,8,1950,2004,HdBoard,HdBoard,0.0,TA,TA,No,Unf,0,Unf,0,1092,1092,SBrkr,1152,0,0,1152,0,1,1,0,3,1,Gd,6,Typ,1,Attchd,1950.0,Unf,1,300,TA,TA,0,36,0,0,0,0,0,8,2009,WD,158500
190,RL,90.0,15750,Crawfor,5,5,1953,1953,MetalSd,MetalSd,56.0,TA,TA,Mn,BLQ,841,Unf,0,324,1165,SBrkr,1336,0,0,1336,1,0,1,0,2,1,TA,5,Typ,2,Attchd,1953.0,Unf,1,375,TA,TA,0,0,0,0,0,0,0,6,2006,WD,157000
60,RL,66.0,16226,CollgCr,8,5,1998,1999,VinylSd,VinylSd,0.0,Gd,TA,No,GLQ,281,Unf,0,747,1028,SBrkr,1210,1242,0,2452,0,0,2,1,4,1,Gd,9,Typ,1,BuiltIn,1998.0,Fin,2,683,TA,TA,208,50,0,0,0,0,0,5,2007,WD,267000
20,RL,118.0,13704,CollgCr,7,5,2001,2002,VinylSd,VinylSd,150.0,Gd,TA,No,Unf,0,Unf,0,1541,1541,SBrkr,1541,0,0,1541,0,0,2,0,3,1,Gd,6,Typ,1,Attchd,2001.0,RFn,3,843,TA,TA,468,81,0,0,0,0,0,1,2006,WD,205000
20,RL,70.0,9800,CollgCr,5,7,1972,1972,VinylSd,VinylSd,0.0,TA,TA,No,ALQ,894,Unf,0,0,894,SBrkr,894,0,0,894,1,0,1,0,3,1,TA,5,Typ,0,Attchd,1975.0,Unf,2,552,TA,TA,256,0,0,0,0,0,0,7,2006,WD,149900
75,RM,87.0,18386,OldTown,7,9,1880,2002,CemntBd,CmentBd,0.0,TA,TA,No,Unf,0,Unf,0,1470,1470,SBrkr,1675,1818,0,3493,0,0,3,0,3,1,Gd,10,Typ,1,Attchd,2003.0,Unf,3,870,TA,TA,302,0,0,0,0,0,0,5,2008,WD,295000
20,RL,80.0,10386,CollgCr,8,5,2004,2005,CemntBd,CmentBd,246.0,Gd,TA,No,GLQ,1464,Unf,0,536,2000,SBrkr,2000,0,0,2000,1,0,2,0,3,1,Gd,8,Typ,0,Attchd,2004.0,Fin,3,888,TA,TA,168,0,0,0,0,0,0,7,2007,WD,305900
60,RL,116.0,13474,SawyerW,7,5,1990,1991,HdBoard,Plywood,246.0,Gd,TA,No,ALQ,700,Unf,0,0,700,SBrkr,1122,1121,0,2243,1,0,2,1,4,1,Gd,8,Typ,1,Attchd,1990.0,RFn,3,746,TA,TA,127,44,224,0,0,0,0,6,2007,WD,225000
50,RM,,7920,IDOTRR,6,7,1920,1950,MetalSd,MetalSd,0.0,TA,TA,No,Unf,0,Unf,0,319,319,FuseA,1035,371,0,1406,0,0,1,0,3,1,Fa,6,Typ,0,,,,0,0,,,0,144,0,0,0,0,0,3,2008,WD,89500
30,RL,,12342,Edwards,4,5,1940,1950,VinylSd,VinylSd,0.0,TA,TA,No,BLQ,262,Unf,0,599,861,SBrkr,861,0,0,861,0,0,1,0,1,1,TA,4,Typ,0,Detchd,1961.0,Unf,2,539,TA,TA,158,0,0,0,0,0,0,3,2009,WD,82500
20,RL,90.0,12378,NridgHt,9,5,2003,2004,VinylSd,VinylSd,0.0,Ex,TA,Gd,GLQ,1274,Unf,0,622,1896,SBrkr,1944,0,0,1944,1,0,2,0,3,1,Ex,8,Typ,3,Attchd,2003.0,Fin,3,708,TA,TA,208,175,0,0,0,0,0,11,2006,WD,360000
60,RL,,7685,Gilbert,6,5,1993,1994,HdBoard,HdBoard,112.0,Gd,TA,No,ALQ,518,Unf,0,179,697,SBrkr,697,804,0,1501,0,0,2,1,3,1,Gd,6,Typ,1,Attchd,1993.0,Fin,2,420,TA,TA,190,63,0,0,0,0,0,5,2006,WD,165600
20,RL,50.0,8000,NAmes,6,6,1948,2002,VinylSd,VinylSd,0.0,TA,TA,No,ALQ,680,Unf,0,292,972,SBrkr,972,0,0,972,1,0,1,0,2,1,TA,5,Typ,1,Detchd,1948.0,Unf,1,240,TA,TA,0,0,0,0,0,0,0,5,2009,WD,132000
190,RM,65.0,7800,OldTown,5,7,1939,1950,MetalSd,MetalSd,0.0,Gd,TA,Mn,Rec,507,Unf,0,286,793,SBrkr,793,325,0,1118,1,0,1,0,3,1,TA,5,Typ,1,Detchd,1939.0,Unf,2,410,TA,TA,0,0,0,0,271,0,0,5,2006,WD,119900
20,RL,150.0,215245,Timber,7,5,1965,1965,BrkFace,BrkFace,0.0,Gd,TA,Gd,ALQ,1236,Rec,820,80,2136,SBrkr,2036,0,0,2036,2,0,2,0,3,1,TA,8,Typ,2,Attchd,1965.0,RFn,2,513,TA,TA,0,0,0,0,0,0,0,6,2009,WD,375000
70,RM,60.0,9600,OldTown,7,7,1925,1990,Wd Sdng,Wd Sdng,0.0,TA,Gd,No,LwQ,16,Unf,0,712,728,SBrkr,832,809,0,1641,0,1,1,1,3,1,Ex,6,Typ,1,Detchd,1925.0,Unf,2,546,Fa,TA,0,0,234,0,0,0,0,8,2006,WD,178000
60,RL,71.0,7795,Gilbert,7,5,2004,2005,VinylSd,VinylSd,0.0,Gd,TA,No,GLQ,425,Unf,0,291,716,SBrkr,716,716,0,1432,1,0,2,1,3,1,Gd,6,Typ,1,Attchd,2004.0,Fin,2,432,TA,TA,100,51,0,0,0,0,0,7,2009,WD,188500
60,RL,94.0,13005,NWAmes,7,7,1980,1980,CemntBd,CmentBd,278.0,Gd,TA,No,GLQ,692,Unf,0,153,845,SBrkr,1153,1200,0,2353,1,0,2,1,4,1,Ex,10,Typ,1,Attchd,1983.0,RFn,2,484,TA,TA,288,195,0,0,0,0,0,8,2009,WD,260000
60,FV,75.0,9000,Somerst,8,5,2006,2006,VinylSd,VinylSd,0.0,Gd,TA,Av,Unf,0,Unf,0,1088,1088,SBrkr,1088,871,0,1959,0,0,2,1,3,1,Gd,8,Typ,1,Attchd,2006.0,RFn,3,1025,TA,TA,208,46,0,0,0,0,0,12,2007,WD,270000
60,RL,90.0,9900,NoRidge,7,5,1993,1993,HdBoard,HdBoard,256.0,Gd,TA,Gd,GLQ,987,Unf,0,360,1347,SBrkr,1372,1274,0,2646,1,0,2,1,4,1,Gd,9,Typ,1,Attchd,1993.0,RFn,3,656,TA,TA,340,60,144,0,0,0,0,4,2009,WD,260000
80,RL,,14115,NWAmes,7,5,1980,1980,Plywood,Plywood,225.0,Gd,TA,Av,GLQ,1036,Unf,0,336,1372,SBrkr,1472,0,0,1472,1,0,2,0,3,1,TA,6,Typ,2,Attchd,1980.0,Unf,2,588,TA,TA,233,48,0,0,0,0,0,6,2009,WD,187500
60,RL,111.0,16259,NridgHt,9,5,2006,2006,VinylSd,VinylSd,370.0,Ex,Gd,Av,Unf,0,Unf,0,1249,1249,SBrkr,1249,1347,0,2596,0,0,3,1,4,1,Gd,9,Typ,0,Attchd,2006.0,RFn,3,840,TA,TA,240,154,0,0,0,0,0,9,2006,New,342643
60,RL,99.0,12099,NridgHt,8,5,2004,2004,VinylSd,VinylSd,388.0,Ex,TA,Av,GLQ,970,Unf,0,166,1136,SBrkr,1136,1332,0,2468,1,0,2,1,4,1,Gd,10,Typ,1,BuiltIn,2004.0,Fin,3,872,TA,TA,184,154,0,0,0,0,0,6,2007,WD,354000
60,RL,86.0,10380,SawyerW,7,5,1986,1987,Plywood,Plywood,172.0,TA,TA,Gd,LwQ,28,ALQ,1474,0,1502,SBrkr,1553,1177,0,2730,1,0,2,1,4,1,Gd,8,Typ,1,Attchd,1987.0,Fin,2,576,TA,TA,201,96,0,0,0,0,0,8,2007,WD,301000
20,RM,49.0,5820,OldTown,3,8,1955,2005,VinylSd,VinylSd,0.0,TA,TA,No,ALQ,256,Unf,0,906,1162,SBrkr,1163,0,0,1163,1,0,1,0,3,1,TA,6,Typ,0,Attchd,1955.0,Unf,1,220,Fa,TA,142,98,0,0,0,0,0,7,2006,WD,126175
80,RL,96.0,11275,NAmes,7,7,1967,2007,Wd Sdng,Wd Sdng,300.0,Gd,TA,No,Unf,0,Unf,0,710,710,SBrkr,1898,1080,0,2978,0,0,2,1,5,1,Gd,11,Typ,1,BuiltIn,1961.0,Fin,2,564,TA,TA,240,0,0,0,0,0,0,6,2010,WD,242000
45,RM,50.0,5000,IDOTRR,5,6,1941,1950,MetalSd,MetalSd,0.0,TA,TA,Av,BLQ,116,Unf,0,604,720,FuseF,803,0,0,803,0,0,1,0,2,1,TA,5,Typ,0,Detchd,1941.0,Unf,2,360,TA,TA,0,0,244,0,0,0,0,12,2007,WD,87000
120,RL,32.0,10846,Veenker,8,5,1993,1993,BrkFace,BrkFace,0.0,Gd,TA,Gd,GLQ,1619,Unf,0,100,1719,SBrkr,1719,0,0,1719,2,0,1,1,1,1,Gd,6,Typ,2,Attchd,1993.0,Fin,2,473,TA,TA,122,30,0,0,0,0,0,5,2008,Con,324000
20,RL,80.0,11600,NAmes,6,5,1960,1960,Wd Sdng,Wd Sdng,175.0,TA,TA,No,Rec,565,Unf,0,818,1383,SBrkr,1383,0,0,1383,0,0,1,1,3,1,TA,7,Typ,0,Attchd,1960.0,RFn,1,292,TA,TA,0,45,0,0,0,0,0,4,2006,WD,145250
75,RL,,11888,BrkSide,6,6,1916,1994,Wd Sdng,Wd Shng,0.0,TA,TA,No,Unf,0,Unf,0,844,844,FuseA,1445,689,0,2134,0,0,2,0,5,1,Gd,10,Typ,0,Detchd,1930.0,Unf,2,441,TA,TA,0,60,268,0,0,0,0,7,2009,WD,214500
70,RM,60.0,6402,IDOTRR,5,5,1920,1950,Wd Sdng,Wd Shng,0.0,TA,TA,Mn,Unf,0,Unf,0,596,596,SBrkr,596,596,0,1192,0,0,1,0,3,1,TA,6,Typ,0,Detchd,1920.0,Unf,1,189,Fa,Fa,0,0,137,0,0,0,0,7,2009,WD,78000
90,RL,,10624,NAmes,5,4,1964,1964,HdBoard,HdBoard,84.0,TA,TA,No,GLQ,40,Rec,264,1424,1728,SBrkr,1728,0,0,1728,0,1,2,0,6,2,TA,10,Typ,0,Detchd,2002.0,Unf,1,352,TA,TA,155,0,0,0,0,0,0,11,2007,WD,119000
20,RL,70.0,8176,NAmes,5,6,1958,1992,Wd Sdng,Wd Sdng,0.0,TA,TA,No,Rec,846,Unf,0,210,1056,SBrkr,1056,0,0,1056,1,0,1,0,3,1,TA,6,Typ,0,Attchd,1958.0,RFn,1,308,TA,TA,0,0,0,0,0,0,0,8,2007,WD,139000
20,RL,85.0,10655,NridgHt,8,5,2003,2004,VinylSd,VinylSd,296.0,Gd,TA,No,GLQ,1124,,479,1603,3206,SBrkr,1629,0,0,1629,1,0,2,0,3,1,Gd,7,Typ,1,Attchd,2003.0,RFn,3,880,TA,TA,0,0,0,0,0,0,0,10,2009,WD,284000
120,RM,59.0,8198,NridgHt,7,5,2004,2004,VinylSd,VinylSd,146.0,Gd,TA,Av,GLQ,720,Unf,0,638,1358,SBrkr,1358,0,0,1358,1,0,2,0,2,1,Gd,6,Typ,1,Attchd,2004.0,RFn,2,484,TA,TA,192,30,0,0,0,0,0,7,2008,WD,207000
60,RL,59.0,9042,Gilbert,6,5,1998,1998,VinylSd,VinylSd,0.0,Gd,TA,Gd,GLQ,828,Unf,0,115,943,SBrkr,943,695,0,1638,1,0,2,1,3,1,TA,7,Typ,2,Attchd,1998.0,Fin,2,472,TA,TA,100,38,0,0,0,0,0,7,2008,WD,192000
190,RL,,164660,Timber,5,6,1965,1965,Plywood,Plywood,0.0,TA,TA,Gd,ALQ,1249,BLQ,147,103,1499,SBrkr,1619,167,0,1786,2,0,2,0,3,1,TA,7,Typ,2,Attchd,1965.0,Fin,2,529,TA,TA,670,0,0,0,0,0,700,8,2008,WD,228950
20,RL,86.0,14157,StoneBr,9,5,2005,2006,VinylSd,VinylSd,200.0,Ex,TA,Gd,GLQ,1249,Unf,0,673,1922,SBrkr,1922,0,0,1922,1,0,2,0,3,1,Gd,8,Typ,1,Attchd,2005.0,Fin,3,676,TA,TA,178,51,0,0,0,0,0,7,2007,WD,377426
20,RL,70.0,9135,CollgCr,7,5,2002,2003,VinylSd,VinylSd,113.0,Gd,TA,Av,GLQ,810,Unf,0,726,1536,SBrkr,1536,0,0,1536,1,0,2,0,3,1,Gd,7,Typ,0,Attchd,2002.0,RFn,2,532,TA,TA,192,74,0,0,0,0,0,12,2008,WD,214000
20,RL,91.0,14145,NWAmes,7,7,1984,1998,Wd Sdng,Wd Sdng,0.0,Gd,TA,Mn,ALQ,213,Unf,0,995,1208,SBrkr,1621,0,0,1621,1,0,2,0,3,1,Gd,8,Typ,0,Attchd,1984.0,RFn,2,440,TA,TA,108,45,0,0,0,0,400,5,2006,WD,202500
20,RL,66.0,12400,NAmes,6,7,1958,1998,Wd Sdng,Wd Sdng,176.0,TA,Fa,No,Rec,585,Unf,0,630,1215,FuseA,1215,0,0,1215,0,0,1,0,3,1,TA,6,Typ,0,Attchd,1958.0,Unf,1,297,TA,TA,0,0,0,0,234,0,0,6,2009,WD,155000
60,RL,85.0,14191,Timber,8,5,2002,2002,VinylSd,VinylSd,0.0,Gd,TA,No,Unf,0,Unf,0,967,967,SBrkr,993,915,0,1908,0,0,2,1,4,1,Gd,9,Typ,0,Attchd,2002.0,Fin,2,431,TA,TA,135,0,0,0,0,0,0,4,2010,WD,202900
20,RH,60.0,8400,SawyerW,4,4,1950,1950,Wd Sdng,AsbShng,0.0,TA,Fa,No,Unf,0,Unf,0,721,721,SBrkr,841,0,0,841,0,0,1,0,2,1,TA,4,Typ,0,CarPort,1950.0,Unf,1,294,TA,TA,250,0,24,0,0,0,0,9,2009,WD,82000
90,RL,,8544,NAmes,3,4,1949,1950,Stucco,Stucco,340.0,,,,,0,,0,0,0,FuseA,1040,0,0,1040,0,0,2,0,2,2,TA,6,Typ,0,Detchd,1949.0,Unf,2,400,TA,TA,0,0,0,0,0,0,0,5,2006,WD,87500
120,RL,63.0,8849,NridgHt,9,5,2005,2005,MetalSd,MetalSd,616.0,Ex,TA,No,GLQ,28,Unf,0,1656,1684,SBrkr,1684,0,0,1684,0,0,2,0,2,1,Ex,6,Typ,1,Attchd,2005.0,RFn,2,564,TA,TA,495,72,0,0,0,0,0,7,2008,WD,266000
160,RM,36.0,2592,MeadowV,5,3,1976,1976,CemntBd,CmentBd,0.0,Gd,TA,No,Rec,129,BLQ,232,175,536,SBrkr,536,576,0,1112,0,0,1,1,3,1,TA,4,Typ,0,Attchd,1976.0,Unf,1,336,TA,TA,182,0,0,0,0,0,0,4,2010,WD,85000
50,RL,65.0,6435,BrkSide,6,5,1939,1950,MetalSd,MetalSd,0.0,TA,TA,No,Unf,0,Unf,0,972,972,SBrkr,972,605,0,1577,0,0,1,0,3,1,Fa,6,Typ,1,Detchd,1939.0,Unf,1,312,TA,TA,0,0,0,0,0,0,0,10,2006,WD,140200
20,RL,,12772,NAmes,6,8,1960,1998,MetalSd,MetalSd,0.0,TA,TA,Mn,BLQ,498,Unf,0,460,958,SBrkr,958,0,0,958,0,0,1,0,2,1,TA,5,Typ,0,Attchd,1960.0,RFn,1,301,TA,TA,0,0,0,0,0,0,15500,4,2007,WD,151500
20,RL,,17600,NAmes,6,5,1960,1960,Wd Sdng,Wd Sdng,30.0,TA,TA,No,BLQ,1270,Unf,0,208,1478,FuseA,1478,0,0,1478,1,0,2,0,3,1,TA,6,Typ,2,Attchd,1960.0,Unf,2,498,TA,TA,0,40,0,0,0,0,0,12,2009,WD,157500
160,RL,36.0,2448,NridgHt,7,5,2003,2004,VinylSd,Wd Shng,106.0,Gd,TA,No,GLQ,573,Unf,0,191,764,SBrkr,764,862,0,1626,1,0,2,1,2,1,Gd,6,Typ,0,BuiltIn,2003.0,RFn,2,474,TA,TA,0,27,0,0,0,0,0,10,2008,WD,154000
60,RL,56.0,20431,NridgHt,9,5,2005,2006,CemntBd,CmentBd,870.0,Ex,TA,No,GLQ,1410,Unf,0,438,1848,SBrkr,1848,880,0,2728,1,0,2,1,4,1,Ex,10,Typ,2,Attchd,2006.0,Fin,3,706,TA,TA,0,0,0,0,0,0,0,4,2006,New,437154
120,RL,68.0,7820,NridgHt,9,5,2007,2007,MetalSd,MetalSd,362.0,Ex,TA,No,Unf,0,Unf,0,1869,1869,SBrkr,1869,0,0,1869,0,0,2,0,2,1,Ex,6,Typ,1,Attchd,2007.0,RFn,2,617,TA,TA,210,54,0,0,0,0,0,12,2007,New,318061
120,RL,,5271,ClearCr,7,5,1986,1986,Wd Sdng,Wd Sdng,0.0,Gd,TA,Gd,GLQ,1082,Unf,0,371,1453,SBrkr,1453,0,0,1453,1,0,1,1,2,1,Gd,6,Typ,1,Attchd,1986.0,RFn,2,445,TA,TA,0,80,0,0,184,0,0,12,2006,WD,190000
50,RL,60.0,9084,Edwards,5,6,1941,1950,VinylSd,VinylSd,0.0,TA,Fa,Mn,LwQ,236,Rec,380,0,616,SBrkr,616,495,0,1111,0,1,1,0,3,1,TA,5,Typ,0,Detchd,1941.0,Unf,1,200,TA,Fa,48,0,0,0,0,0,0,3,2008,ConLw,95000
30,RM,60.0,8520,OldTown,6,8,1928,2003,VinylSd,VinylSd,0.0,TA,TA,No,Unf,0,Unf,0,624,624,SBrkr,720,0,0,720,0,0,1,0,2,1,TA,5,Typ,0,Detchd,2005.0,Unf,2,484,TA,TA,106,0,0,0,0,0,0,5,2010,WD,105900
50,RL,60.0,8400,SWISU,6,5,1940,2000,Wd Sdng,MetalSd,0.0,TA,TA,No,LwQ,388,Unf,0,552,940,SBrkr,1192,403,0,1595,0,0,1,0,2,1,TA,6,Typ,2,Attchd,1940.0,Unf,1,240,TA,TA,0,0,108,0,0,0,0,6,2006,WD,140000
20,RL,105.0,11249,CollgCr,6,5,1995,1995,VinylSd,VinylSd,0.0,Gd,Gd,No,ALQ,334,BLQ,544,322,1200,SBrkr,1200,0,0,1200,1,0,2,0,3,1,Gd,6,Typ,0,Attchd,1995.0,RFn,2,521,TA,TA,0,26,0,0,0,0,0,8,2007,WD,177500
20,RL,,9248,Gilbert,6,6,1992,1992,HdBoard,HdBoard,106.0,Gd,TA,No,GLQ,560,Unf,0,598,1158,SBrkr,1167,0,0,1167,1,0,2,0,3,1,Gd,6,Typ,0,Attchd,1992.0,RFn,2,400,TA,TA,120,26,0,0,0,0,0,7,2009,WD,173000
120,RM,44.0,4224,MeadowV,5,5,1976,1976,CemntBd,CmentBd,0.0,Gd,TA,No,ALQ,874,Unf,0,268,1142,SBrkr,1142,0,0,1142,1,0,1,1,3,1,TA,6,Typ,1,Attchd,1976.0,Fin,2,528,TA,TA,536,90,0,0,0,0,0,8,2007,WD,134000
80,RL,92.0,6930,ClearCr,5,4,1958,1958,Wd Sdng,ImStucc,120.0,TA,TA,Av,BLQ,300,Rec,294,468,1062,FuseF,1352,0,0,1352,0,1,1,0,3,1,Gd,6,Min2,0,BuiltIn,1958.0,Unf,1,288,TA,TA,168,0,294,0,0,0,0,7,2006,WD,130000
60,RL,78.0,12011,NoRidge,8,5,1998,1998,VinylSd,VinylSd,530.0,Gd,TA,Av,GLQ,956,Unf,0,130,1086,SBrkr,1086,838,0,1924,1,0,2,1,3,1,Gd,7,Typ,1,Attchd,1998.0,RFn,2,592,TA,TA,208,75,0,0,374,0,0,6,2006,WD,280000
85,RL,,7540,Mitchel,6,6,1978,1978,VinylSd,VinylSd,0.0,Gd,TA,Av,GLQ,773,Unf,0,115,888,SBrkr,912,0,0,912,1,0,1,0,2,1,TA,5,Typ,1,Attchd,1978.0,RFn,2,470,TA,TA,0,0,0,0,192,0,0,6,2007,WD,156000
50,RL,,9144,BrkSide,5,5,1940,1982,MetalSd,MetalSd,0.0,TA,TA,No,Rec,399,Unf,0,484,883,SBrkr,988,517,0,1505,1,0,1,0,3,1,TA,8,Typ,0,Detchd,1940.0,Unf,1,240,TA,TA,0,0,0,0,0,0,0,7,2008,WD,145000
85,RL,64.0,7301,Edwards,7,5,2003,2003,HdBoard,HdBoard,500.0,,,,,0,,0,0,0,SBrkr,495,1427,0,1922,0,0,3,0,4,1,Gd,7,Typ,1,BuiltIn,2003.0,RFn,2,672,TA,TA,0,0,177,0,0,0,0,7,2009,ConLD,198500
160,RM,21.0,1680,BrDale,6,8,1972,2007,HdBoard,HdBoard,510.0,TA,TA,No,ALQ,162,Unf,0,321,483,SBrkr,483,504,0,987,0,0,1,1,2,1,Gd,5,Typ,0,Detchd,1972.0,Unf,1,264,TA,TA,250,0,0,0,0,0,0,5,2009,WD,118000
60,RL,,18800,NWAmes,6,5,1976,1976,HdBoard,HdBoard,120.0,Gd,TA,Mn,GLQ,712,Unf,0,84,796,SBrkr,790,784,0,1574,1,0,2,1,3,1,TA,6,Typ,1,Attchd,1976.0,Fin,2,566,TA,TA,306,111,0,0,0,0,0,7,2006,WD,190000
70,RM,59.0,10690,IDOTRR,5,7,1920,1997,VinylSd,VinylSd,0.0,TA,Fa,No,Rec,456,Unf,0,216,672,FuseA,672,672,0,1344,0,0,1,0,3,1,TA,6,Typ,0,Detchd,1964.0,Unf,1,468,TA,Fa,0,128,218,0,0,0,0,7,2009,WD,147000
20,RL,,9500,NAmes,6,5,1963,1963,Plywood,Plywood,247.0,Gd,TA,No,BLQ,609,Unf,0,785,1394,SBrkr,1394,0,0,1394,1,0,1,1,3,1,TA,6,Typ,2,Attchd,1963.0,RFn,2,514,TA,TA,0,76,0,0,185,0,0,7,2009,WD,159000
80,RL,101.0,9150,NAmes,6,5,1962,1962,Plywood,Plywood,305.0,Gd,TA,Gd,GLQ,371,Unf,0,728,1099,SBrkr,1431,0,0,1431,0,1,1,0,3,1,TA,6,Typ,1,Basment,1962.0,RFn,1,296,TA,TA,64,110,0,0,0,0,0,12,2008,WD,165000
20,RL,78.0,7800,NAmes,5,6,1954,1954,HdBoard,HdBoard,200.0,TA,TA,No,LwQ,540,Unf,0,728,1268,SBrkr,1268,0,0,1268,0,0,1,0,2,1,TA,7,Typ,1,Attchd,1954.0,Fin,1,244,TA,TA,0,98,0,0,0,0,0,3,2010,WD,132000
20,RL,,9830,NAmes,5,7,1959,2006,Wd Sdng,Wd Sdng,0.0,TA,TA,No,ALQ,72,Rec,258,733,1063,SBrkr,1287,0,0,1287,1,0,1,0,3,1,Gd,7,Typ,1,Detchd,1997.0,Fin,2,576,TA,TA,364,17,0,0,182,0,0,3,2010,WD,162000
60,RL,,8121,Gilbert,6,5,2000,2000,VinylSd,VinylSd,0.0,Gd,TA,No,Unf,0,Unf,0,953,953,SBrkr,953,711,0,1664,0,0,2,1,3,1,TA,7,Typ,1,Attchd,2000.0,RFn,2,460,TA,TA,100,40,0,0,0,0,0,1,2006,WD,172400
50,RL,80.0,17120,ClearCr,4,4,1959,1959,WdShing,Plywood,0.0,,,,,0,,0,0,0,SBrkr,1120,468,0,1588,0,0,2,0,4,1,TA,7,Min2,1,Detchd,1991.0,Fin,2,680,TA,TA,0,59,0,0,0,0,0,7,2008,WD,134432
120,RL,50.0,7175,SawyerW,6,5,1984,1984,Plywood,Plywood,0.0,Gd,TA,No,ALQ,623,LwQ,121,0,744,SBrkr,752,0,0,752,1,0,1,0,2,1,TA,4,Typ,0,Attchd,1984.0,Unf,1,264,TA,TA,353,0,0,0,90,0,0,2,2010,WD,125000
20,RL,79.0,10634,NAmes,5,6,1953,1953,MetalSd,MetalSd,0.0,TA,TA,No,BLQ,428,LwQ,180,0,608,SBrkr,1319,0,0,1319,1,0,1,0,3,1,TA,5,Min2,0,Attchd,1953.0,Unf,1,270,TA,TA,66,0,0,0,0,0,0,11,2009,WD,123000
60,RL,65.0,8200,CollgCr,7,5,2003,2004,VinylSd,VinylSd,0.0,Gd,TA,No,Unf,0,Unf,0,847,847,SBrkr,847,1081,0,1928,0,0,2,1,4,1,Gd,8,Typ,1,BuiltIn,2003.0,Fin,2,434,TA,TA,100,48,0,0,0,0,0,7,2007,WD,219500
30,RL,,10020,Edwards,1,1,1922,1950,Wd Sdng,Wd Sdng,0.0,Fa,Po,Gd,BLQ,350,Unf,0,333,683,FuseA,904,0,0,904,1,0,0,1,1,1,Fa,4,Maj1,0,,,,0,0,,,0,0,0,0,0,0,0,3,2009,WD,61000
